emp232,wage232,emp236,wage236,emp234,wage234,emp314,wage314,emp228,wage228,emp233,wage233,emp394,wage394,emp231,wage231,emp226,wage226,emp387,wage387,emp056,wage056,unem,cpi,minwage,lemp232,lwage232,gemp232,gwage232,lminwage,gmwage,gmwage_1,gmwage_2,gmwage_3,gmwage_4,gmwage_5,gmwage_6,gmwage_7,gmwage_8,gmwage_9,gmwage_10,gmwage_11,gmwage_12,lemp236,gcpi,lcpi,lwage236,gemp236,gwage236,lemp234,lwage234,gemp234,gwage234,lemp314,lwage314,gemp314,gwage314,t
398.6,2.4,78.7,2.52,107.9,2.46,176.7,2.69,154.3,2.7,406.5,2.82,135.4,2.98,111.2,3.41,93.8,3.11,30.1,3.18,764.9,2.64,2.2,44.3,1.6,5.987958,0.8754688,-0.042727,0,0.4700036,0,0,0,0,0,0,0,0,0,0,0,0,0,4.365643,0.0022597,3.790985,0.9242589,-0.0300398,-0.0079052,4.681205,0.9001614,-0.0697956,-0.0040568,5.174453,0.9895412,-0.0736227,-0.0037106,319
411.1,2.42,77.1,2.57,111.3,2.51,183.1,2.71,156.2,2.73,460.6,2.88,141.1,2.98,114.2,3.46,96.1,3.14,32.8,3.23,763.6,2.61,2.2,45.1,1.6,6.018836,0.8837675,0.0308781,0.0082988,0.4700036,0,0,0,0,0,0,0,0,0,0,0,0,0,4.345103,0.0178976,3.808882,0.9439059,-0.0205398,0.019647,4.712229,0.9202827,0.0310245,0.0201213,5.210032,0.9969487,0.0355792,0.0074074,320
410,2.48,77.7,2.61,111.4,2.55,181,2.74,154.7,2.82,457.9,2.91,145.6,3.01,114,3.48,95.2,3.24,33.7,3.23,778.6,2.67,1.9,45.2,1.6,6.016157,0.9082586,-0.0026793,0.024491,0.4700036,0,0,0,0,0,0,0,0,0,0,0,0,0,4.352855,0.0022149,3.811097,0.9593502,0.0077519,0.0154443,4.713127,0.9360933,0.0008979,0.0158106,5.198497,1.007958,-0.0115356,0.0110093,321
409.8,2.5,77.7,2.63,112.5,2.56,181,2.76,154.1,2.85,461.6,2.93,147.8,3,113.1,3.49,94.4,3.28,34.1,3.21,791.9,2.66,1.9,45.6,1.6,6.015669,0.9162908,-0.0004878,0.0080322,0.4700036,0,0,0,0,0,0,0,0,0,0,0,0,0,4.352855,0.0088105,3.819908,0.9669839,0,0.0076337,4.722953,0.9400072,0.0098262,0.0039139,5.198497,1.015231,0,0.0072727,322
409.6,2.54,76.1,2.61,112.2,2.58,181.3,2.76,156.2,2.86,459.8,2.93,145,3.01,113.2,3.49,94.6,3.27,34.4,3.22,827.8,2.69,2,45.9,1.6,6.015181,0.9321641,-0.0004883,0.0158733,0.4700036,0,0,0,0,0,0,0,0,0,0,0,0,0,4.332048,0.0065575,3.826465,0.9593502,-0.0208068,-0.0076337,4.720283,0.9477894,-0.0026703,0.0077822,5.200153,1.015231,0.0016565,0,323
406.9,2.54,74.5,2.6,110,2.56,180.3,2.77,156.3,2.88,448.1,2.88,132.9,3.05,113.9,3.51,94.7,3.31,33.9,3.31,914.7,2.68,2.5,46.2,1.6,6.008567,0.9321641,-0.0066137,0,0.4700036,0,0,0,0,0,0,0,0,0,0,0,0,0,4.310799,0.0065148,3.83298,0.9555114,-0.0212493,-0.0038388,4.70048,0.9400072,-0.0198026,-0.0077822,5.194622,1.018847,-0.0055313,0.0036167,324
400.4,2.57,75.2,2.63,107.7,2.59,177.9,2.82,155.6,2.87,433.9,2.94,127.2,3.12,113.1,3.48,93.1,3.29,32.6,3.34,820.5,2.76,3.3,46.6,1.6,5.992464,0.9439059,-0.0161033,0.0117418,0.4700036,0,0,0,0,0,0,0,0,0,0,0,0,0,4.320151,0.0086205,3.8416,0.9669839,0.0093522,0.0114725,4.679349,0.9516578,-0.021131,0.0116506,5.181221,1.036737,-0.0134006,0.0178895,325
402.1,2.57,75.9,2.64,106.4,2.61,177.2,2.83,154.8,2.87,447.5,2.98,130.2,3.16,112,3.46,92.2,3.29,32.8,3.39,790,2.71,3.5,47.2,1.6,5.996701,0.9439059,0.0042367,0,0.4700036,0,0,0,0,0,0,0,0,0,0,0,0,0,4.329417,0.0127935,3.854394,0.9707789,0.0092654,0.003795,4.667206,0.9593502,-0.0121436,0.0076923,5.177279,1.040277,-0.0039425,0.0035398,326
398.8,2.57,74.9,2.67,106.6,2.63,177.7,2.86,152.6,2.87,447.7,3,134.1,3.15,109.7,3.46,91.8,3.31,32.7,3.44,786.8,2.71,3.3,47.8,1.6,5.98846,0.9439059,-0.0082407,0,0.4700036,0,0,0,0,0,0,0,0,0,0,0,0,0,4.316154,0.0126317,3.867026,0.9820785,-0.0132627,0.0112996,4.669084,0.9669839,0.0018778,0.0076337,5.180097,1.050822,0.0028176,0.0105449,327
396.3,2.59,72.4,2.66,106.4,2.65,176.6,2.86,151.7,2.85,439.3,3,136.3,3.14,109.4,3.51,90.7,3.26,32.9,3.44,815,2.79,3.1,48,1.6,5.982172,0.9516578,-0.0062885,0.0077519,0.4700036,0,0,0,0,0,0,0,0,0,0,0,0,0,4.282207,0.0041754,3.871201,0.9783261,-0.0339475,-0.0037524,4.667206,0.9745597,-0.0018778,0.0075758,5.173887,1.050822,-0.0062094,0,328
399,2.68,74.5,2.74,105.6,2.7,176.5,2.91,150,2.91,439.9,3.03,140.6,3.18,109.7,3.48,91.3,3.34,33.4,3.47,797.5,2.84,2.5,48.6,2,5.988961,0.9858168,0.0067897,0.034159,0.6931472,0.2231435,0,0,0,0,0,0,0,0,0,0,0,0,4.310799,0.0124226,3.883624,1.007958,0.0285926,0.0296318,4.659658,0.9932518,-0.0075474,0.0186921,5.173321,1.068153,-0.0005665,0.0173316,329
402.1,2.69,75.7,2.75,107,2.72,179.1,2.91,150.9,3.05,439.7,3.09,143.1,3.17,104.8,3.58,92,3.49,33.8,3.47,799.7,2.87,2.5,49,2,5.996701,0.9895412,0.0077395,0.0037244,0.6931472,0,0.2231435,0,0,0,0,0,0,0,0,0,0,0,4.326778,0.0081966,3.89182,1.011601,0.0159788,0.003643,4.672829,1.000632,0.0131702,0.0073801,5.187944,1.068153,0.0146236,0,330
381,2.7,73.7,2.76,101.5,2.7,171.3,2.89,143.8,3.07,415.3,3.1,139.7,3.17,102.5,3.59,87.4,3.46,33.3,3.46,784.3,2.86,2.6,49.4,2,5.9428,0.9932518,-0.0539012,0.0037106,0.6931472,0,0,0.2231435,0,0,0,0,0,0,0,0,0,0,4.300003,0.0081303,3.899951,1.015231,-0.0267754,0.0036297,4.620059,0.9932518,-0.0527697,-0.0073801,5.143416,1.061257,-0.044528,-0.0068966,331
397.8,2.72,72.8,2.77,105.3,2.74,175.6,2.93,147.6,3.07,429.1,3.12,143.7,3.21,106.8,3.69,89,3.48,34.4,3.46,783.9,2.85,2.6,50,2,5.98595,1.000632,0.0431499,0.0073801,0.6931472,0,0,0,0.2231435,0,0,0,0,0,0,0,0,0,4.287716,0.0120726,3.912023,1.018847,-0.0122867,0.0036167,4.656814,1.007958,0.0367546,0.0147061,5.168209,1.075002,0.0247922,0.0137459,332
394.1,2.75,72.6,2.79,105.1,2.77,167.2,2.95,143.7,3.07,431.8,3.16,143.5,3.24,105.2,3.71,87,3.53,34.5,3.51,799.7,2.9,2.6,50.6,2,5.976604,1.011601,-0.0093451,0.010969,0.6931472,0,0,0,0,0.2231435,0,0,0,0,0,0,0,0,4.284965,0.0119286,3.923952,1.026042,-0.0027509,0.0071943,4.654912,1.018847,-0.0019011,0.0108894,5.119191,1.081805,-0.0490179,0.0068028,333
392.3,2.76,72.2,2.82,104.4,2.77,162.1,2.95,137.5,3.07,427.4,3.16,141.9,3.23,102.3,3.76,75.9,3.44,34.5,3.52,811.2,2.9,3,51.1,2,5.972027,1.015231,-0.0045776,0.0036297,0.6931472,0,0,0,0,0,0.2231435,0,0,0,0,0,0,0,4.27944,0.0098329,3.933784,1.036737,-0.0055251,0.0106952,4.64823,1.018847,-0.0066829,0,5.088213,1.081805,-0.0309772,0,334
385.2,2.77,69.8,2.83,101.8,2.79,164.7,2.99,128.9,3.07,420.3,3.16,132.5,3.28,100.3,3.77,83.2,3.59,33.7,3.48,830.8,2.9,3.4,51.5,2,5.953763,1.018847,-0.0182643,0.0036167,0.6931472,0,0,0,0,0,0,0.2231435,0,0,0,0,0,0,4.245634,0.0077972,3.941582,1.040277,-0.0338058,0.0035398,4.62301,1.026042,-0.0252194,0.0071943,5.104125,1.095273,0.0159121,0.0134681,335
372.9,2.79,64.7,2.83,94.3,2.8,162.3,2.99,122.6,3.07,388.6,3.13,114.7,3.35,100,3.83,80.2,3.58,32.1,3.64,909.8,2.91,4.4,51.9,2,5.92131,1.026042,-0.0324521,0.0071943,0.6931472,0,0,0,0,0,0,0,0.2231435,0,0,0,0,0,4.169761,0.0077372,3.949319,1.040277,-0.0758729,0,4.546481,1.029619,-0.076529,0.0035778,5.089447,1.095273,-0.014679,0,336
357.4,2.85,63.2,2.89,91.5,2.84,158.4,3.03,116.7,3.09,373.6,3.17,105.5,3.43,96.3,3.87,76.8,3.58,30.1,3.64,803.6,2.97,6.4,52.1,2.1,5.878856,1.047319,-0.0424547,0.0212773,0.7419373,0.0487901,0,0,0,0,0,0,0,0.2231435,0,0,0,0,4.146304,0.0038459,3.953165,1.061257,-0.0234571,0.0209799,4.516339,1.043804,-0.0301423,0.0141846,5.065124,1.108563,-0.024323,0.0132892,337
349.9,2.84,62,2.91,88.3,2.87,154.4,3.05,113.2,3.07,382.8,3.16,108.2,3.41,93.6,3.83,76.1,3.58,30,3.68,772.7,2.95,6.6,52.5,2.1,5.857647,1.043804,-0.0212083,-0.0035149,0.7419373,0,0.0487901,0,0,0,0,0,0,0,0.2231435,0,0,0,4.127134,0.0076485,3.960813,1.068153,-0.0191698,0.0068966,4.48074,1.054312,-0.0355988,0.0105079,5.039546,1.115142,-0.0255771,0.006579,338
337.9,2.84,61.7,2.94,87.6,2.88,149.8,3.06,113.1,3.09,392.7,3.21,109.8,3.41,86.1,3.87,76,3.6,29.7,3.72,777.2,2.95,6.7,52.7,2.1,5.82275,1.043804,-0.0348973,0,0.7419373,0,0,0.0487901,0,0,0,0,0,0,0,0.2231435,0,0,4.122284,0.0038023,3.964616,1.07841,-0.0048504,0.0102564,4.472781,1.05779,-0.0079589,0.0034783,5.009301,1.118415,-0.0302453,0.0032732,339
339.7,2.84,62.5,2.92,89.6,2.88,151.5,3.06,118.4,3.09,395.9,3.21,111.8,3.42,85.3,3.84,78.2,3.63,29.3,3.67,782.8,2.98,6.1,52.9,2.1,5.828063,1.043804,0.0053129,0,0.7419373,0,0,0,0.0487901,0,0,0,0,0,0,0,0.2231435,0,4.135167,0.0037878,3.968403,1.071584,0.0128827,-0.0068259,4.495355,1.05779,0.0225739,0,5.020586,1.118415,0.0112844,0,340
347.9,2.83,65.5,2.92,92,2.86,155.2,3.04,123.4,3.12,394.6,3.19,113.9,3.42,87.4,3.78,78.8,3.65,29.2,3.68,788.5,3.03,5.8,53.2,2.1,5.851915,1.040277,0.0238519,-0.0035274,0.7419373,0,0,0,0,0.0487901,0,0,0,0,0,0,0,0.2231435,4.18205,0.0056551,3.974058,1.071584,0.0468836,0,4.521789,1.050822,0.0264335,-0.0069687,5.044714,1.111858,0.0241289,-0.0065573,341
356.6,2.84,68.4,2.94,94,2.86,160.3,3.07,127,3.12,399.1,3.21,116.8,3.47,88.5,3.78,82,3.66,29.6,3.68,797.5,3.04,5.6,53.6,2.1,5.876615,1.043804,0.0246997,0.0035274,0.7419373,0,0,0,0,0,0.0487901,0,0,0,0,0,0,0,4.225373,0.0074906,3.981549,1.07841,0.0433226,0.0068259,4.543295,1.050822,0.0215063,0,5.077047,1.121678,0.0323324,0.00982,342
346.6,2.84,66.9,2.93,90.3,2.84,154.6,3.07,122.4,3.11,386.5,3.23,115.6,3.47,83.9,3.73,79.5,3.62,29.1,3.69,783.5,3.04,5.5,54.2,2.1,5.848171,1.043804,-0.0284433,0,0.7419373,0,0,0,0,0,0,0.0487901,0,0,0,0,0,0,4.203199,0.011132,3.992681,1.075002,-0.0221739,-0.0034071,4.503138,1.043804,-0.0401573,-0.0070175,5.040841,1.121678,-0.0362058,0,343
364.2,2.83,66.8,2.91,97,2.89,160.3,3.07,130.6,3.14,410.5,3.23,122.3,3.48,86.3,3.75,83.1,3.68,29.7,3.68,784,3.01,5.1,54.3,2.1,5.897703,1.040277,0.0495319,-0.0035274,0.7419373,0,0,0,0,0,0,0,0.0487901,0,0,0,0,0,4.201703,0.0018432,3.994524,1.068153,-0.0014958,-0.0068493,4.574711,1.061257,0.0715733,0.0174525,5.077047,1.121678,0.0362058,0,344
367.5,2.87,67.4,2.98,99.8,2.94,158.7,3.11,132,3.26,419.4,3.26,126,3.5,86.4,3.8,85.1,3.81,31,3.69,801.4,3.08,4.9,54.6,2.1,5.906723,1.054312,0.0090203,0.0140353,0.7419373,0,0,0,0,0,0,0,0,0.0487901,0,0,0,0,4.210645,0.0055096,4.000034,1.091923,0.0089421,0.0237702,4.603168,1.07841,0.0284572,0.017153,5.067016,1.134623,-0.0100312,0.0129452,345
374.5,2.89,69.1,2.96,101.2,2.94,160.7,3.11,135.1,3.31,431.5,3.28,127.9,3.5,86.1,3.94,86.2,3.86,31.7,3.67,814.1,3.1,5,54.9,2.1,5.925592,1.061257,0.0188684,0.0069445,0.7419373,0,0,0,0,0,0,0,0,0,0.0487901,0,0,0,4.235555,0.0054793,4.005513,1.085189,0.0249095,-0.0067341,4.617099,1.07841,0.0139308,0,5.079539,1.134623,0.0125237,0,346
378.3,2.91,69.2,2.95,100.5,2.96,163.6,3.15,135.1,3.31,433.3,3.3,121.5,3.54,86.5,3.91,86.7,3.87,31.3,3.7,839.6,3.1,5.1,55.3,2.1,5.935688,1.068153,0.0100956,0.0068966,0.7419373,0,0,0,0,0,0,0,0,0,0,0.0487901,0,0,4.237001,0.0072598,4.012773,1.081805,0.0014462,-0.003384,4.610157,1.085189,-0.0069413,0.0067797,5.097425,1.147403,0.0178852,0.0127798,347
378.1,2.93,68.4,2.97,98.5,2.96,165,3.15,136.1,3.33,427.5,3.28,107.5,3.64,87.6,3.92,87.6,3.9,30.5,3.75,923.4,3.11,5.4,55.5,2.1,5.935159,1.075002,-0.0005288,0.0068493,0.7419373,0,0,0,0,0,0,0,0,0,0,0,0.0487901,0,4.225373,0.0036101,4.016383,1.088562,-0.0116282,0.0067568,4.590056,1.085189,-0.0201011,0,5.105946,1.147403,0.0085211,0,348
377.9,3.04,69,3.07,96.2,3.06,165.5,3.23,135.8,3.32,425.7,3.36,107.2,3.7,88,3.96,87.4,3.86,29.7,3.82,839,3.2,6.2,55.6,2.3,5.934629,1.111858,-0.0005293,0.0368551,0.8329091,0.0909718,0,0,0,0,0,0,0,0,0,0,0,0.0487901,4.234107,0.0018001,4.018183,1.121678,0.0087337,0.0331155,4.566429,1.118415,-0.0236273,0.0332257,5.108971,1.172482,0.0030255,0.0250796,349
381.2,3.05,70.6,3.09,97.7,3.05,167.2,3.24,135.7,3.32,436.1,3.37,108.1,3.68,88.6,3.96,88,3.88,30.3,3.84,808.7,3.18,6.1,55.8,2.3,5.943324,1.115142,0.0086946,0.0032841,0.8329091,0,0.0909718,0,0,0,0,0,0,0,0,0,0,0,4.25703,0.0035906,4.021774,1.128171,0.0229235,0.0064936,4.581902,1.115142,0.0154724,-0.0032732,5.119191,1.175573,0.0102196,0.0030912,350
383.5,3.06,70.8,3.12,98.6,3.09,167,3.26,134.5,3.33,445.9,3.42,112.9,3.68,89.3,3.99,88.1,3.9,30.2,3.85,809.6,3.15,5.5,55.9,2.3,5.949339,1.118415,0.0060153,0.0032732,0.8329091,0,0,0.0909718,0,0,0,0,0,0,0,0,0,0,4.259859,0.0017905,4.023564,1.137833,0.0028291,0.0096619,4.591071,1.128171,0.0091696,0.0130295,5.117994,1.181727,-0.0011969,0.0061538,351
385.1,3.08,70.4,3.09,99.2,3.09,169,3.25,134.8,3.3,439.8,3.43,117.3,3.67,87.8,4.02,88,3.84,30.7,3.84,839.3,3.22,4.9,56.1,2.3,5.953503,1.12493,0.0041637,0.0065147,0.8329091,0,0,0,0.0909718,0,0,0,0,0,0,0,0,0,4.254193,0.0035715,4.027136,1.128171,-0.0056658,-0.0096619,4.597138,1.128171,0.0060668,0,5.129899,1.178655,0.0119047,-0.0030721,352
387.3,3.06,72.1,3.08,99.1,3.08,171.4,3.26,136,3.34,433,3.42,123.5,3.66,90.2,3.96,87.5,3.89,31.2,3.87,832.2,3.24,4.3,56.5,2.3,5.959199,1.118415,0.0056963,-0.0065147,0.8329091,0,0,0,0,0.0909718,0,0,0,0,0,0,0,0,4.278054,0.0071049,4.034241,1.12493,0.0238609,-0.0032415,4.596129,1.12493,-0.0010085,-0.0032415,5.144,1.181727,0.0141015,0.0030721,353
392.4,3.05,73.5,3.1,100,3.08,172.4,3.26,136.2,3.36,434.9,3.45,126.6,3.67,91.7,4.1,88,3.9,31.1,3.87,828.3,3.24,4.6,56.8,2.3,5.972282,1.115142,0.0130825,-0.0032732,0.8329091,0,0,0,0,0,0.0909718,0,0,0,0,0,0,0,4.297286,0.0052958,4.039536,1.131402,0.0192313,0.0064726,4.60517,1.12493,0.0090408,0,5.149817,1.181727,0.0058174,0,354
372.1,3.04,66.1,3.09,94.3,3.07,162.3,3.25,134.3,3.49,416.6,3.44,124.6,3.68,85.7,4.08,84.6,4.02,30,3.84,815.1,3.23,4.8,57.1,2.3,5.919163,1.111858,-0.0531192,-0.0032841,0.8329091,0,0,0,0,0,0,0.0909718,0,0,0,0,0,0,4.191169,0.0052676,4.044804,1.128171,-0.1061168,-0.003231,4.546481,1.121678,-0.0586891,-0.003252,5.089447,1.178655,-0.0603709,-0.0030721,355
383.9,3.06,71.2,3.1,99,3.11,165.5,3.28,135.4,3.52,422.7,3.47,129.2,3.68,90.7,4.16,84.8,4.05,31,3.85,816.2,3.26,4.5,57.4,2.3,5.950382,1.118415,0.0312195,0.0065573,0.8329091,0,0,0,0,0,0,0,0.0909718,0,0,0,0,0,4.265493,0.0052404,4.050045,1.131402,0.0743241,0.003231,4.59512,1.134623,0.0486388,0.0129452,5.108971,1.187843,0.0195246,0.0091884,356
379.2,3.11,70.1,3.15,98.8,3.16,161.1,3.29,133.7,3.53,421.7,3.52,133.7,3.68,91.4,4.23,83.7,4.08,31.1,3.94,834,3.31,4.3,57.6,2.3,5.938064,1.134623,-0.0123186,0.0162078,0.8329091,0,0,0,0,0,0,0,0,0.0909718,0,0,0,0,4.249923,0.0034781,4.053523,1.147403,-0.0155702,0.0160004,4.593098,1.150572,-0.0020223,0.0159494,5.082026,1.190888,-0.0269456,0.0030441,357
377.4,3.13,70.5,3.13,98.8,3.16,156.1,3.29,131.6,3.53,422.2,3.53,132.2,3.74,92.3,4.22,81.7,4.12,30.5,3.93,841.6,3.36,4.3,57.9,2.3,5.933306,1.141033,-0.0047579,0.0064104,0.8329091,0,0,0,0,0,0,0,0,0,0.0909718,0,0,0,4.255613,0.0051947,4.058717,1.141033,0.0056901,-0.0063695,4.593098,1.150572,0,0,5.050497,1.190888,-0.0315285,0,358
372.9,3.16,69.3,3.17,97.6,3.18,156.5,3.35,131.2,3.55,425,3.54,125.1,3.74,91.6,4.24,81.6,4.13,30.4,4,872,3.35,4.7,58,2.3,5.92131,1.150572,-0.0119953,0.009539,0.8329091,0,0,0,0,0,0,0,0,0,0,0.0909718,0,0,4.238445,0.0017257,4.060443,1.153732,-0.017168,0.0126985,4.580877,1.156881,-0.0122204,0.0063092,5.053056,1.20896,0.0025592,0.0180727,359
368,3.18,66.7,3.22,94.9,3.16,155.9,3.37,131.4,3.57,412.8,3.54,111.2,3.85,91.7,4.28,81,4.16,30.7,3.99,964.9,3.37,5.2,58.2,2.3,5.908083,1.156881,-0.0132275,0.0063092,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0.0909718,0,4.200205,0.0034423,4.063885,1.169381,-0.03824,0.0156498,4.552824,1.150572,-0.0280538,-0.0063092,5.049215,1.214913,-0.0038414,0.0059524,360
364.5,3.22,68.1,3.22,92.9,3.23,156,3.42,130.6,3.58,410.1,3.59,108.8,3.95,90.8,4.31,79.6,4.11,29.8,4.09,866.1,3.4,5.9,58.5,2.3,5.898527,1.169381,-0.0095563,0.0125002,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0,0.0909718,4.220977,0.0051417,4.069027,1.169381,0.0207725,0,4.531524,1.172482,-0.0212998,0.0219101,5.049856,1.229641,0.0006413,0.014728,361
368.1,3.22,70.1,3.24,94.3,3.23,155.3,3.45,130.7,3.6,427.6,3.59,113.8,3.95,91.3,4.31,79.5,4.15,30.3,4.12,833.7,3.38,6,59.1,2.3,5.908355,1.169381,0.0098281,0,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0,0,4.249923,0.0102038,4.079231,1.175573,0.0289454,0.006192,4.546481,1.172482,0.0149574,0,5.045359,1.238374,-0.0044975,0.0087336,362
369.8,3.23,68.9,3.24,94.8,3.26,156.3,3.49,131.7,3.62,433.2,3.6,116.7,3.96,90.2,4.33,80.1,4.15,30.1,4.12,841.3,3.36,5.4,59.5,2.3,5.912962,1.172482,0.0046077,0.0031008,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0,0,4.232656,0.0067453,4.085976,1.175573,-0.0172668,0,4.551769,1.181727,0.0052881,0.009245,5.051777,1.249902,0.0064187,0.0115275,363
371.3,3.22,69.4,3.24,94.8,3.28,158.8,3.46,133.3,3.63,428.4,3.59,120,3.95,89.4,4.33,81.3,4.18,30.4,4.12,849.5,3.42,4.6,60,2.3,5.91701,1.169381,0.0040479,-0.0031008,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0,0,4.239887,0.0083685,4.094345,1.175573,0.0072308,0,4.551769,1.187843,0,0.0061163,5.067646,1.241269,0.0158682,-0.0086331,364
375.6,3.21,70.7,3.24,95.4,3.26,162.7,3.47,133.9,3.62,428.5,3.58,123.8,3.98,91.3,4.31,81.8,4.14,30.3,4.13,851.3,3.44,4.1,60.3,2.3,5.928525,1.166271,0.0115147,-0.0031104,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0,0,4.258446,0.0049872,4.099332,1.175573,0.018559,0,4.558079,1.181727,0.0063095,-0.0061163,5.091908,1.244155,0.0242624,0.0028859,365
381.6,3.22,72.3,3.27,96.1,3.27,161.8,3.46,135.2,3.66,434.6,3.66,125.3,4,92.6,4.47,82.9,4.18,30.5,4.16,849.5,3.41,4,60.7,2.3,5.944373,1.169381,0.0158482,0.0031104,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0,0,4.280824,0.0066118,4.105944,1.18479,0.0223784,0.0092167,4.565389,1.18479,0.0073104,0.0030628,5.086361,1.241269,-0.005547,-0.0028859,366
360.9,3.23,69.4,3.25,92.4,3.22,148.8,3.41,131.9,3.79,416.4,3.64,122.2,4.01,87.1,4.4,80.6,4.32,29.2,4.25,836.2,3.42,4,61,2.3,5.888601,1.172482,-0.0557723,0.0031008,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0,0,4.239887,0.00493,4.110874,1.178655,-0.0409374,-0.006135,4.526127,1.169381,-0.0392623,-0.0154086,5.002603,1.226712,-0.0837579,-0.0145563,367
381.4,3.25,67.6,3.27,95.4,3.26,156.2,3.45,133.7,3.82,428.7,3.69,128.8,3.95,91.8,4.44,81.2,4.35,29.2,4.16,846.5,3.43,3.8,61.2,2.3,5.943849,1.178655,0.0552478,0.0061729,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0,0,4.213608,0.0032735,4.114147,1.18479,-0.026279,0.006135,4.558079,1.181727,0.0319519,0.0123458,5.051137,1.238374,0.0485344,0.0116619,368
381.7,3.31,68.7,3.34,96,3.3,153.6,3.5,131.9,3.84,429.4,3.72,130.6,4,91.9,4.48,80.9,4.39,30,4.18,863,3.5,3.2,61.4,2.3,5.944635,1.196948,0.0007863,0.0182931,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0,0,4.229749,0.0032625,4.11741,1.205971,0.0161414,0.0211807,4.564348,1.193922,0.0062695,0.0121952,5.034352,1.252763,-0.0167856,0.0143887,369
380.7,3.32,68.7,3.33,96.6,3.34,157,3.53,132.5,3.82,430.4,3.74,129.7,3.99,92.3,4.49,79.8,4.38,30.1,4.18,881.8,3.53,3.7,61.6,2.3,5.942012,1.199965,-0.0026231,0.0030166,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0,0,4.229749,0.003252,4.120662,1.202972,0,-0.0029985,4.570579,1.205971,0.0062304,0.0120484,5.056246,1.261298,0.021894,0.0085349,370
379.6,3.35,68.4,3.37,96.5,3.32,158.2,3.55,132.1,3.85,432.5,3.73,124.6,4.05,91.5,4.53,80.9,4.43,29.5,4.26,912,3.54,3.6,61.9,2.3,5.939118,1.20896,-0.0028939,0.0089955,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0,0,4.225373,0.0048585,4.12552,1.214913,-0.0043764,0.0119404,4.569543,1.199965,-0.0010357,-0.006006,5.06386,1.266948,0.0076141,0.0056498,371
376,3.39,68.5,3.41,95.5,3.35,158,3.56,132.8,3.86,420.2,3.72,112.3,4.17,92.5,4.51,80.6,4.43,29.4,4.35,1007.7,3.54,3.8,62.1,2.3,5.929589,1.22083,-0.0095286,0.0118697,0.8329091,0,0,0,0,0,0,0,0,0,0,0,0,0,4.226834,0.0032258,4.128746,1.226712,0.001461,0.0117997,4.559126,1.20896,-0.0104165,0.0089955,5.062595,1.26976,-0.001265,0.0028129,372
369.6,3.55,68.5,3.48,92.7,3.51,155.7,3.68,132,3.89,415.7,3.84,109.3,4.25,91.7,4.58,80.5,4.44,29.1,4.32,905.6,3.66,4.5,62.5,2.65,5.912421,1.266948,-0.017168,0.0461177,0.9745597,0.1416506,0,0,0,0,0,0,0,0,0,0,0,0,4.226834,0.0064206,4.135167,1.247032,0,0.0203199,4.529368,1.255616,-0.029758,0.0466558,5.047931,1.302913,-0.0146637,0.0331522,373
374.9,3.57,69.3,3.52,94,3.52,157.3,3.7,133.1,3.89,427.3,3.83,113.7,4.26,91.5,4.79,80.2,4.44,29.2,4.39,865.6,3.61,4.4,62.9,2.65,5.926659,1.272566,0.0142379,0.005618,0.9745597,0,0.1416506,0,0,0,0,0,0,0,0,0,0,0,4.238445,0.0063796,4.141546,1.258461,0.011611,0.0114287,4.543295,1.258461,0.0139265,0.0028449,5.058155,1.308333,0.0102239,0.0054201,374
373.3,3.57,69.4,3.49,95,3.54,157.4,3.72,132.2,3.91,438.7,3.86,116.7,4.27,90.2,4.8,79.9,4.48,29.4,4.39,877.4,3.59,4.2,63.4,2.65,5.922382,1.272566,-0.0042768,0,0.9745597,0,0,0.1416506,0,0,0,0,0,0,0,0,0,0,4.239887,0.0079174,4.149464,1.249902,0.001442,-0.0085592,4.553877,1.264127,0.010582,0.0056657,5.05879,1.313724,0.0006351,0.0053909,375
375.3,3.57,69.4,3.51,94.3,3.53,159.2,3.73,131.8,3.91,439,3.88,120.1,4.28,90.1,4.81,79.3,4.46,29.6,4.42,885.2,3.66,3.5,63.9,2.65,5.927726,1.272566,0.0053434,0,0.9745597,0,0,0,0.1416506,0,0,0,0,0,0,0,0,0,4.239887,0.0078559,4.15732,1.255616,0,0.0057143,4.546481,1.261298,-0.0073957,-0.0028288,5.070161,1.316408,0.0113711,0.0026846,376
